datetime,median_house_price,household_income,employment,education_spending,GDP,population,individual_income,health_spending,fed_interest_rate,nasdaq,nyStockExchange
1967-01-01,22300,47938,73671000,6409,4336.426587,198712000,3640,20796,4.94,100.0,462.48999
1967-01-02,22300,47938,73671000,6409,4336.426587,198712000,3640,20796,4.94,100.0,462.48999
1967-01-03,22300,47938,73671000,6409,4336.426587,198712000,3640,20796,4.94,100.0,462.48999
1967-01-04,22300,47938,73671000,6409,4336.426587,198712000,3640,20796,4.94,100.0,463.339996
1967-01-05,22300,47938,73671000,6409,4336.426587,198712000,3640,20796,4.94,100.0,469.26001
1967-01-06,22300,47938,73671000,6409,4336.426587,198712000,3640,20796,4.94,100.0,472.75
1967-01-07,22300,47938,73671000,6409,4336.426587,198712000,3640,20796,4.94,100.0,476.660004
1967-01-08,22300,47938,73671000,6409,4336.426587,198712000,3640,20796,4.94,100.0,476.660004
1967-01-09,22300,47938,73671000,6409,4336.426587,198712000,3640,20796,4.94,100.0,476.660004
1967-01-10,22300,47938,73671000,6409,4336.426587,198712000,3640,20796,4.94,100.0,476.660004
1967-01-11,22300,47938,73671000,6409,4336.426587,198712000,3640,20796,4.94,100.0,480.579987
1967-01-12,22300,47938,73671000,6409,4336.426587,198712000,3640,20796,4.94,100.0,483.429993
1967-01-13,22300,47938,73671000,6409,4336.426587,198712000,3640,20796,4.94,100.0,486.809998
1967-01-14,22300,47938,73671000,6409,4336.426587,198712000,3640,20796,4.94,100.0,485.970001
1967-01-15,22300,47938,73671000,6409,4336.426587,198712000,3640,20796,4.94,100.0,485.970001
1967-01-16,22300,47938,73671000,6409,4336.426587,198712000,3640,20796,4.94,100.0,485.970001
1967-01-17,22300,47938,73671000,6409,4336.426587,198712000,3640,20796,4.94,100.0,491.26001
1967-01-18,22300,47938,73671000,6409,4336.426587,198712000,3640,20796,4.94,100.0,494.0
1967-01-19,22300,47938,73671000,6409,4336.426587,198712000,3640,20796,4.94,100.0,494.220001
1967-01-20,22300,47938,73671000,6409,4336.426587,198712000,3640,20796,4.94,100.0,496.01001
1967-01-21,22300,47938,73671000,6409,4336.426587,198712000,3640,20796,4.94,100.0,497.809998
1967-01-22,22300,47938,73671000,6409,4336.426587,198712000,3640,20796,4.94,100.0,497.809998
1967-01-23,22300,47938,73671000,6409,4336.426587,198712000,3640,20796,4.94,100.0,497.809998
1967-01-24,22300,47938,73671000,6409,4336.426587,198712000,3640,20796,4.94,100.0,498.76001
1967-01-25,22300,47938,73671000,6409,4336.426587,198712000,3640,20796,4.94,100.0,495.380005
1967-01-26,22300,47938,73671000,6409,4336.426587,198712000,3640,20796,4.94,100.0,495.700012
1967-01-27,22300,47938,73671000,6409,4336.426587,198712000,3640,20796,4.94,100.0,497.809998
1967-01-28,22300,47938,73671000,6409,4336.426587,198712000,3640,20796,4.94,100.0,500.670013
1967-01-29,22300,47938,73671000,6409,4336.426587,198712000,3640,20796,4.94,100.0,500.670013
1967-01-30,22300,47938,73671000,6409,4336.426587,198712000,3640,20796,4.94,100.0,500.670013
1967-01-31,22300,47938,73671000,6409,4336.426587,198712000,3640,20796,4.94,100.0,500.140015
1967-02-01,22300,47938,73606000,6409,4336.426587,198712000,3640,20796,5.0,100.0,499.5
1967-02-02,22300,47938,73606000,6409,4336.426587,198712000,3640,20796,5.0,100.0,501.089996
1967-02-03,22300,47938,73606000,6409,4336.426587,198712000,3640,20796,5.0,100.0,504.679993
1967-02-04,22300,47938,73606000,6409,4336.426587,198712000,3640,20796,5.0,100.0,503.730011
1967-02-05,22300,47938,73606000,6409,4336.426587,198712000,3640,20796,5.0,100.0,503.730011
1967-02-06,22300,47938,73606000,6409,4336.426587,198712000,3640,20796,5.0,100.0,503.730011
1967-02-07,22300,47938,73606000,6409,4336.426587,198712000,3640,20796,5.0,100.0,502.679993
1967-02-08,22300,47938,73606000,6409,4336.426587,198712000,3640,20796,5.0,100.0,507.119995
1967-02-09,22300,47938,73606000,6409,4336.426587,198712000,3640,20796,5.0,100.0,505.109985
1967-02-10,22300,47938,73606000,6409,4336.426587,198712000,3640,20796,5.0,100.0,506.160004
1967-02-11,22300,47938,73606000,6409,4336.426587,198712000,3640,20796,5.0,100.0,506.899994
1967-02-12,22300,47938,73606000,6409,4336.426587,198712000,3640,20796,5.0,100.0,506.899994
1967-02-13,22300,47938,73606000,6409,4336.426587,198712000,3640,20796,5.0,100.0,506.899994
1967-02-14,22300,47938,73606000,6409,4336.426587,198712000,3640,20796,5.0,100.0,510.290009
1967-02-15,22300,47938,73606000,6409,4336.426587,198712000,3640,20796,5.0,100.0,510.609985
1967-02-16,22300,47938,73606000,6409,4336.426587,198712000,3640,20796,5.0,100.0,508.380005
1967-02-17,22300,47938,73606000,6409,4336.426587,198712000,3640,20796,5.0,100.0,508.48999
1967-02-18,22300,47938,73606000,6409,4336.426587,198712000,3640,20796,5.0,100.0,505.850006
1967-02-19,22300,47938,73606000,6409,4336.426587,198712000,3640,20796,5.0,100.0,505.850006
1967-02-20,22300,47938,73606000,6409,4336.426587,198712000,3640,20796,5.0,100.0,505.850006
1967-02-21,22300,47938,73606000,6409,4336.426587,198712000,3640,20796,5.0,100.0,505.850006
1967-02-22,22300,47938,73606000,6409,4336.426587,198712000,3640,20796,5.0,100.0,
1967-02-23,22300,47938,73606000,6409,4336.426587,198712000,3640,20796,5.0,100.0,
1967-02-24,22300,47938,73606000,6409,4336.426587,198712000,3640,20796,5.0,100.0,506.480011
1967-02-25,22300,47938,73606000,6409,4336.426587,198712000,3640,20796,5.0,100.0,501.089996
1967-02-26,22300,47938,73606000,6409,4336.426587,198712000,3640,20796,5.0,100.0,501.089996
1967-02-27,22300,47938,73606000,6409,4336.426587,198712000,3640,20796,5.0,100.0,501.089996
1967-02-28,22300,47938,73606000,6409,4336.426587,198712000,3640,20796,5.0,100.0,502.890015
1967-03-01,22300,47938,73439000,6409,4336.426587,198712000,3640,20796,4.53,100.0,507.859985
1967-03-02,22300,47938,73439000,6409,4336.426587,198712000,3640,20796,4.53,100.0,510.709991
1967-03-03,22300,47938,73439000,6409,4336.426587,198712000,3640,20796,4.53,100.0,511.450012
1967-03-04,22300,47938,73439000,6409,4336.426587,198712000,3640,20796,4.53,100.0,510.709991
1967-03-05,22300,47938,73439000,6409,4336.426587,198712000,3640,20796,4.53,100.0,510.709991
1967-03-06,22300,47938,73439000,6409,4336.426587,198712000,3640,20796,4.53,100.0,510.709991
1967-03-07,22300,47938,73439000,6409,4336.426587,198712000,3640,20796,4.53,100.0,511.350006
1967-03-08,22300,47938,73439000,6409,4336.426587,198712000,3640,20796,4.53,100.0,512.090027
1967-03-09,22300,47938,73439000,6409,4336.426587,198712000,3640,20796,4.53,100.0,513.570007
1967-03-10,22300,47938,73439000,6409,4336.426587,198712000,3640,20796,4.53,100.0,515.469971
1967-03-11,22300,47938,73439000,6409,4336.426587,198712000,3640,20796,4.53,100.0,513.039978
1967-03-12,22300,47938,73439000,6409,4336.426587,198712000,3640,20796,4.53,100.0,513.039978
1967-03-13,22300,47938,73439000,6409,4336.426587,198712000,3640,20796,4.53,100.0,513.039978
1967-03-14,22300,47938,73439000,6409,4336.426587,198712000,3640,20796,4.53,100.0,512.51001
1967-03-15,22300,47938,73439000,6409,4336.426587,198712000,3640,20796,4.53,100.0,517.059998
1967-03-16,22300,47938,73439000,6409,4336.426587,198712000,3640,20796,4.53,100.0,521.809998
1967-03-17,22300,47938,73439000,6409,4336.426587,198712000,3640,20796,4.53,100.0,522.77002
1967-03-18,22300,47938,73439000,6409,4336.426587,198712000,3640,20796,4.53,100.0,522.659973
1967-03-19,22300,47938,73439000,6409,4336.426587,198712000,3640,20796,4.53,100.0,522.659973
1967-03-20,22300,47938,73439000,6409,4336.426587,198712000,3640,20796,4.53,100.0,522.659973
1967-03-21,22300,47938,73439000,6409,4336.426587,198712000,3640,20796,4.53,100.0,521.280029
1967-03-22,22300,47938,73439000,6409,4336.426587,198712000,3640,20796,4.53,100.0,522.77002
1967-03-23,22300,47938,73439000,6409,4336.426587,198712000,3640,20796,4.53,100.0,526.469971
1967-03-24,22300,47938,73439000,6409,4336.426587,198712000,3640,20796,4.53,100.0,526.25
1967-03-25,22300,47938,73439000,6409,4336.426587,198712000,3640,20796,4.53,100.0,526.25
1967-03-26,22300,47938,73439000,6409,4336.426587,198712000,3640,20796,4.53,100.0,526.25
1967-03-27,22300,47938,73439000,6409,4336.426587,198712000,3640,20796,4.53,100.0,526.25
1967-03-28,22300,47938,73439000,6409,4336.426587,198712000,3640,20796,4.53,100.0,526.679993
1967-03-29,22300,47938,73439000,6409,4336.426587,198712000,3640,20796,4.53,100.0,526.039978
1967-03-30,22300,47938,73439000,6409,4336.426587,198712000,3640,20796,4.53,100.0,526.25
1967-03-31,22300,47938,73439000,6409,4336.426587,198712000,3640,20796,4.53,100.0,523.609985
1967-04-01,23300,47938,73882000,6409,4336.426587,198712000,3640,20796,4.05,100.0,517.900024
1967-04-02,23300,47938,73882000,6409,4336.426587,198712000,3640,20796,4.05,100.0,517.900024
1967-04-03,23300,47938,73882000,6409,4336.426587,198712000,3640,20796,4.05,100.0,517.900024
1967-04-04,23300,47938,73882000,6409,4336.426587,198712000,3640,20796,4.05,100.0,518.01001
1967-04-05,23300,47938,73882000,6409,4336.426587,198712000,3640,20796,4.05,100.0,521.179993
1967-04-06,23300,47938,73882000,6409,4336.426587,198712000,3640,20796,4.05,100.0,522.340027
1967-04-07,23300,47938,73882000,6409,4336.426587,198712000,3640,20796,4.05,100.0,519.169983
1967-04-08,23300,47938,73882000,6409,4336.426587,198712000,3640,20796,4.05,100.0,512.830017
1967-04-09,23300,47938,73882000,6409,4336.426587,198712000,3640,20796,4.05,100.0,512.830017
1967-04-10,23300,47938,73882000,6409,4336.426587,198712000,3640,20796,4.05,100.0,512.830017
1967-04-11,23300,47938,73882000,6409,4336.426587,198712000,3640,20796,4.05,100.0,516.419983
1967-04-12,23300,47938,73882000,6409,4336.426587,198712000,3640,20796,4.05,100.0,515.890015
1967-04-13,23300,47938,73882000,6409,4336.426587,198712000,3640,20796,4.05,100.0,519.280029
1967-04-14,23300,47938,73882000,6409,4336.426587,198712000,3640,20796,4.05,100.0,524.669983
1967-04-15,23300,47938,73882000,6409,4336.426587,198712000,3640,20796,4.05,100.0,528.159973
1967-04-16,23300,47938,73882000,6409,4336.426587,198712000,3640,20796,4.05,100.0,528.159973
1967-04-17,23300,47938,73882000,6409,4336.426587,198712000,3640,20796,4.05,100.0,528.159973
1967-04-18,23300,47938,73882000,6409,4336.426587,198712000,3640,20796,4.05,100.0,532.48999
1967-04-19,23300,47938,73882000,6409,4336.426587,198712000,3640,20796,4.05,100.0,533.130005
1967-04-20,23300,47938,73882000,6409,4336.426587,198712000,3640,20796,4.05,100.0,534.289978
1967-04-21,23300,47938,73882000,6409,4336.426587,198712000,3640,20796,4.05,100.0,535.559998
1967-04-22,23300,47938,73882000,6409,4336.426587,198712000,3640,20796,4.05,100.0,537.25
1967-04-23,23300,47938,73882000,6409,4336.426587,198712000,3640,20796,4.05,100.0,537.25
1967-04-24,23300,47938,73882000,6409,4336.426587,198712000,3640,20796,4.05,100.0,537.25
1967-04-25,23300,47938,73882000,6409,4336.426587,198712000,3640,20796,4.05,100.0,540.109985
1967-04-26,23300,47938,73882000,6409,4336.426587,198712000,3640,20796,4.05,100.0,539.580017
1967-04-27,23300,47938,73882000,6409,4336.426587,198712000,3640,20796,4.05,100.0,544.02002
1967-04-28,23300,47938,73882000,6409,4336.426587,198712000,3640,20796,4.05,100.0,544.969971
1967-04-29,23300,47938,73882000,6409,4336.426587,198712000,3640,20796,4.05,100.0,544.650024
1967-04-30,23300,47938,73882000,6409,4336.426587,198712000,3640,20796,4.05,100.0,544.650024
1967-05-01,23300,47938,73844000,6409,4336.426587,198712000,3640,20796,3.94,100.0,544.650024
1967-05-02,23300,47938,73844000,6409,4336.426587,198712000,3640,20796,3.94,100.0,544.22998
1967-05-03,23300,47938,73844000,6409,4336.426587,198712000,3640,20796,3.94,100.0,545.599976
1967-05-04,23300,47938,73844000,6409,4336.426587,198712000,3640,20796,3.94,100.0,547.609985
1967-05-05,23300,47938,73844000,6409,4336.426587,198712000,3640,20796,3.94,100.0,548.25
1967-05-06,23300,47938,73844000,6409,4336.426587,198712000,3640,20796,3.94,100.0,549.090027
1967-05-07,23300,47938,73844000,6409,4336.426587,198712000,3640,20796,3.94,100.0,549.090027
1967-05-08,23300,47938,73844000,6409,4336.426587,198712000,3640,20796,3.94,100.0,549.090027
1967-05-09,23300,47938,73844000,6409,4336.426587,198712000,3640,20796,3.94,100.0,543.48999
1967-05-10,23300,47938,73844000,6409,4336.426587,198712000,3640,20796,3.94,100.0,542.539978
1967-05-11,23300,47938,73844000,6409,4336.426587,198712000,3640,20796,3.94,100.0,545.179993
1967-05-12,23300,47938,73844000,6409,4336.426587,198712000,3640,20796,3.94,100.0,544.02002
1967-05-13,23300,47938,73844000,6409,4336.426587,198712000,3640,20796,3.94,100.0,539.890015
1967-05-14,23300,47938,73844000,6409,4336.426587,198712000,3640,20796,3.94,100.0,539.890015
1967-05-15,23300,47938,73844000,6409,4336.426587,198712000,3640,20796,3.94,100.0,539.890015
1967-05-16,23300,47938,73844000,6409,4336.426587,198712000,3640,20796,3.94,100.0,542.330017
1967-05-17,23300,47938,73844000,6409,4336.426587,198712000,3640,20796,3.94,100.0,540.849976
1967-05-18,23300,47938,73844000,6409,4336.426587,198712000,3640,20796,3.94,100.0,539.679993
1967-05-19,23300,47938,73844000,6409,4336.426587,198712000,3640,20796,3.94,100.0,537.460022
1967-05-20,23300,47938,73844000,6409,4336.426587,198712000,3640,20796,3.94,100.0,535.669983
1967-05-21,23300,47938,73844000,6409,4336.426587,198712000,3640,20796,3.94,100.0,535.669983
1967-05-22,23300,47938,73844000,6409,4336.426587,198712000,3640,20796,3.94,100.0,535.669983
1967-05-23,23300,47938,73844000,6409,4336.426587,198712000,3640,20796,3.94,100.0,533.340027
1967-05-24,23300,47938,73844000,6409,4336.426587,198712000,3640,20796,3.94,100.0,527.099976
1967-05-25,23300,47938,73844000,6409,4336.426587,198712000,3640,20796,3.94,100.0,532.280029
1967-05-26,23300,47938,73844000,6409,4336.426587,198712000,3640,20796,3.94,100.0,531.330017
1967-05-27,23300,47938,73844000,6409,4336.426587,198712000,3640,20796,3.94,100.0,528.580017
1967-05-28,23300,47938,73844000,6409,4336.426587,198712000,3640,20796,3.94,100.0,528.580017
1967-05-29,23300,47938,73844000,6409,4336.426587,198712000,3640,20796,3.94,100.0,528.580017
1967-05-30,23300,47938,73844000,6409,4336.426587,198712000,3640,20796,3.94,100.0,519.909973
1967-05-31,23300,47938,73844000,6409,4336.426587,198712000,3640,20796,3.94,100.0,519.909973
1967-06-01,23300,47938,74278000,6409,4336.426587,198712000,3640,20796,3.98,100.0,526.25
1967-06-02,23300,47938,74278000,6409,4336.426587,198712000,3640,20796,3.98,100.0,524.030029
1967-06-03,23300,47938,74278000,6409,4336.426587,198712000,3640,20796,3.98,100.0,515.359985
1967-06-04,23300,47938,74278000,6409,4336.426587,198712000,3640,20796,3.98,100.0,515.359985
1967-06-05,23300,47938,74278000,6409,4336.426587,198712000,3640,20796,3.98,100.0,515.359985
1967-06-06,23300,47938,74278000,6409,4336.426587,198712000,3640,20796,3.98,100.0,525.409973
1967-06-07,23300,47938,74278000,6409,4336.426587,198712000,3640,20796,3.98,100.0,530.059998
1967-06-08,23300,47938,74278000,6409,4336.426587,198712000,3640,20796,3.98,100.0,533.02002
1967-06-09,23300,47938,74278000,6409,4336.426587,198712000,3640,20796,3.98,100.0,534.5
1967-06-10,23300,47938,74278000,6409,4336.426587,198712000,3640,20796,3.98,100.0,537.669983
1967-06-11,23300,47938,74278000,6409,4336.426587,198712000,3640,20796,3.98,100.0,537.669983
1967-06-12,23300,47938,74278000,6409,4336.426587,198712000,3640,20796,3.98,100.0,537.669983
1967-06-13,23300,47938,74278000,6409,4336.426587,198712000,3640,20796,3.98,100.0,540.849976
1967-06-14,23300,47938,74278000,6409,4336.426587,198712000,3640,20796,3.98,100.0,539.890015
1967-06-15,23300,47938,74278000,6409,4336.426587,198712000,3640,20796,3.98,100.0,540.73999
1967-06-16,23300,47938,74278000,6409,4336.426587,198712000,3640,20796,3.98,100.0,540.950012
1967-06-17,23300,47938,74278000,6409,4336.426587,198712000,3640,20796,3.98,100.0,541.059998
1967-06-18,23300,47938,74278000,6409,4336.426587,198712000,3640,20796,3.98,100.0,541.059998
1967-06-19,23300,47938,74278000,6409,4336.426587,198712000,3640,20796,3.98,100.0,541.059998
1967-06-20,23300,47938,74278000,6409,4336.426587,198712000,3640,20796,3.98,100.0,540.849976
1967-06-21,23300,47938,74278000,6409,4336.426587,198712000,3640,20796,3.98,100.0,539.580017
1967-06-22,23300,47938,74278000,6409,4336.426587,198712000,3640,20796,3.98,100.0,538.409973
1967-06-23,23300,47938,74278000,6409,4336.426587,198712000,3640,20796,3.98,100.0,538.630005
1967-06-24,23300,47938,74278000,6409,4336.426587,198712000,3640,20796,3.98,100.0,536.51001
1967-06-25,23300,47938,74278000,6409,4336.426587,198712000,3640,20796,3.98,100.0,536.51001
1967-06-26,23300,47938,74278000,6409,4336.426587,198712000,3640,20796,3.98,100.0,536.51001
1967-06-27,23300,47938,74278000,6409,4336.426587,198712000,3640,20796,3.98,100.0,534.609985
1967-06-28,23300,47938,74278000,6409,4336.426587,198712000,3640,20796,3.98,100.0,534.929993
1967-06-29,23300,47938,74278000,6409,4336.426587,198712000,3640,20796,3.98,100.0,532.390015
1967-06-30,23300,47938,74278000,6409,4336.426587,198712000,3640,20796,3.98,100.0,531.539978
1967-07-01,22500,47938,74520000,6409,4336.426587,198712000,3640,20796,3.79,100.0,533.22998
1967-07-02,22500,47938,74520000,6409,4336.426587,198712000,3640,20796,3.79,100.0,533.22998
1967-07-03,22500,47938,74520000,6409,4336.426587,198712000,3640,20796,3.79,100.0,533.22998
1967-07-04,22500,47938,74520000,6409,4336.426587,198712000,3640,20796,3.79,100.0,535.97998
1967-07-05,22500,47938,74520000,6409,4336.426587,198712000,3640,20796,3.79,100.0,535.97998
1967-07-06,22500,47938,74520000,6409,4336.426587,198712000,3640,20796,3.79,100.0,535.77002
1967-07-07,22500,47938,74520000,6409,4336.426587,198712000,3640,20796,3.79,100.0,538.309998
1967-07-08,22500,47938,74520000,6409,4336.426587,198712000,3640,20796,3.79,100.0,540.950012
1967-07-09,22500,47938,74520000,6409,4336.426587,198712000,3640,20796,3.79,100.0,540.950012
1967-07-10,22500,47938,74520000,6409,4336.426587,198712000,3640,20796,3.79,100.0,540.950012
1967-07-11,22500,47938,74520000,6409,4336.426587,198712000,3640,20796,3.79,100.0,543.380005
1967-07-12,22500,47938,74520000,6409,4336.426587,198712000,3640,20796,3.79,100.0,543.380005
1967-07-13,22500,47938,74520000,6409,4336.426587,198712000,3640,20796,3.79,100.0,543.700012
1967-07-14,22500,47938,74520000,6409,4336.426587,198712000,3640,20796,3.79,100.0,545.599976
1967-07-15,22500,47938,74520000,6409,4336.426587,198712000,3640,20796,3.79,100.0,545.919983
1967-07-16,22500,47938,74520000,6409,4336.426587,198712000,3640,20796,3.79,100.0,545.919983
1967-07-17,22500,47938,74520000,6409,4336.426587,198712000,3640,20796,3.79,100.0,545.919983
1967-07-18,22500,47938,74520000,6409,4336.426587,198712000,3640,20796,3.79,100.0,549.830017
1967-07-19,22500,47938,74520000,6409,4336.426587,198712000,3640,20796,3.79,100.0,550.469971
1967-07-20,22500,47938,74520000,6409,4336.426587,198712000,3640,20796,3.79,100.0,551.309998
1967-07-21,22500,47938,74520000,6409,4336.426587,198712000,3640,20796,3.79,100.0,551.73999
1967-07-22,22500,47938,74520000,6409,4336.426587,198712000,3640,20796,3.79,100.0,549.830017
1967-07-23,22500,47938,74520000,6409,4336.426587,198712000,3640,20796,3.79,100.0,549.830017
1967-07-24,22500,47938,74520000,6409,4336.426587,198712000,3640,20796,3.79,100.0,549.830017
1967-07-25,22500,47938,74520000,6409,4336.426587,198712000,3640,20796,3.79,100.0,549.830017
1967-07-26,22500,47938,74520000,6409,4336.426587,198712000,3640,20796,3.79,100.0,552.159973
1967-07-27,22500,47938,74520000,6409,4336.426587,198712000,3640,20796,3.79,100.0,554.059998
1967-07-28,22500,47938,74520000,6409,4336.426587,198712000,3640,20796,3.79,100.0,555.119995
1967-07-29,22500,47938,74520000,6409,4336.426587,198712000,3640,20796,3.79,100.0,556.710022
1967-07-30,22500,47938,74520000,6409,4336.426587,198712000,3640,20796,3.79,100.0,556.710022
1967-07-31,22500,47938,74520000,6409,4336.426587,198712000,3640,20796,3.79,100.0,556.710022
1967-08-01,22500,47938,74767000,6409,4336.426587,198712000,3640,20796,3.9,100.0,560.090027
1967-08-02,22500,47938,74767000,6409,4336.426587,198712000,3640,20796,3.9,100.0,562.099976
1967-08-03,22500,47938,74767000,6409,4336.426587,198712000,3640,20796,3.9,100.0,561.359985
1967-08-04,22500,47938,74767000,6409,4336.426587,198712000,3640,20796,3.9,100.0,562.72998
1967-08-05,22500,47938,74767000,6409,4336.426587,198712000,3640,20796,3.9,100.0,561.25
1967-08-06,22500,47938,74767000,6409,4336.426587,198712000,3640,20796,3.9,100.0,561.25
1967-08-07,22500,47938,74767000,6409,4336.426587,198712000,3640,20796,3.9,100.0,561.25
1967-08-08,22500,47938,74767000,6409,4336.426587,198712000,3640,20796,3.9,100.0,561.780029
1967-08-09,22500,47938,74767000,6409,4336.426587,198712000,3640,20796,3.9,100.0,562.419983
1967-08-10,22500,47938,74767000,6409,4336.426587,198712000,3640,20796,3.9,100.0,560.940002
1967-08-11,22500,47938,74767000,6409,4336.426587,198712000,3640,20796,3.9,100.0,558.400024
1967-08-12,22500,47938,74767000,6409,4336.426587,198712000,3640,20796,3.9,100.0,555.119995
1967-08-13,22500,47938,74767000,6409,4336.426587,198712000,3640,20796,3.9,100.0,555.119995
1967-08-14,22500,47938,74767000,6409,4336.426587,198712000,3640,20796,3.9,100.0,555.119995
1967-08-15,22500,47938,74767000,6409,4336.426587,198712000,3640,20796,3.9,100.0,555.76001
1967-08-16,22500,47938,74767000,6409,4336.426587,198712000,3640,20796,3.9,100.0,554.48999
1967-08-17,22500,47938,74767000,6409,4336.426587,198712000,3640,20796,3.9,100.0,555.22998
1967-08-18,22500,47938,74767000,6409,4336.426587,198712000,3640,20796,3.9,100.0,556.070007
1967-08-19,22500,47938,74767000,6409,4336.426587,198712000,3640,20796,3.9,100.0,553.219971
1967-08-20,22500,47938,74767000,6409,4336.426587,198712000,3640,20796,3.9,100.0,553.219971
1967-08-21,22500,47938,74767000,6409,4336.426587,198712000,3640,20796,3.9,100.0,553.219971
1967-08-22,22500,47938,74767000,6409,4336.426587,198712000,3640,20796,3.9,100.0,550.26001
1967-08-23,22500,47938,74767000,6409,4336.426587,198712000,3640,20796,3.9,100.0,549.619995
1967-08-24,22500,47938,74767000,6409,4336.426587,198712000,3640,20796,3.9,100.0,546.659973
1967-08-25,22500,47938,74767000,6409,4336.426587,198712000,3640,20796,3.9,100.0,544.440002
1967-08-26,22500,47938,74767000,6409,4336.426587,198712000,3640,20796,3.9,100.0,544.119995
1967-08-27,22500,47938,74767000,6409,4336.426587,198712000,3640,20796,3.9,100.0,544.119995
1967-08-28,22500,47938,74767000,6409,4336.426587,198712000,3640,20796,3.9,100.0,544.119995
1967-08-29,22500,47938,74767000,6409,4336.426587,198712000,3640,20796,3.9,100.0,545.599976
1967-08-30,22500,47938,74767000,6409,4336.426587,198712000,3640,20796,3.9,100.0,546.97998
1967-08-31,22500,47938,74767000,6409,4336.426587,198712000,3640,20796,3.9,100.0,550.570007
1967-09-01,22500,47938,74854000,6409,4336.426587,198712000,3640,20796,3.99,100.0,551.419983
1967-09-02,22500,47938,74854000,6409,4336.426587,198712000,3640,20796,3.99,100.0,554.27002
1967-09-03,22500,47938,74854000,6409,4336.426587,198712000,3640,20796,3.99,100.0,554.27002
1967-09-04,22500,47938,74854000,6409,4336.426587,198712000,3640,20796,3.99,100.0,554.27002
1967-09-05,22500,47938,74854000,6409,4336.426587,198712000,3640,20796,3.99,100.0,554.27002
1967-09-06,22500,47938,74854000,6409,4336.426587,198712000,3640,20796,3.99,100.0,555.22998
1967-09-07,22500,47938,74854000,6409,4336.426587,198712000,3640,20796,3.99,100.0,555.02002
1967-09-08,22500,47938,74854000,6409,4336.426587,198712000,3640,20796,3.99,100.0,555.02002
1967-09-09,22500,47938,74854000,6409,4336.426587,198712000,3640,20796,3.99,100.0,555.969971
1967-09-10,22500,47938,74854000,6409,4336.426587,198712000,3640,20796,3.99,100.0,555.969971
1967-09-11,22500,47938,74854000,6409,4336.426587,198712000,3640,20796,3.99,100.0,555.969971
1967-09-12,22500,47938,74854000,6409,4336.426587,198712000,3640,20796,3.99,100.0,558.719971
1967-09-13,22500,47938,74854000,6409,4336.426587,198712000,3640,20796,3.99,100.0,564.210022
1967-09-14,22500,47938,74854000,6409,4336.426587,198712000,3640,20796,3.99,100.0,565.059998
1967-09-15,22500,47938,74854000,6409,4336.426587,198712000,3640,20796,3.99,100.0,565.47998
1967-09-16,22500,47938,74854000,6409,4336.426587,198712000,3640,20796,3.99,100.0,566.859985
1967-09-17,22500,47938,74854000,6409,4336.426587,198712000,3640,20796,3.99,100.0,566.859985
1967-09-18,22500,47938,74854000,6409,4336.426587,198712000,3640,20796,3.99,100.0,566.859985
1967-09-19,22500,47938,74854000,6409,4336.426587,198712000,3640,20796,3.99,100.0,564.320007
1967-09-20,22500,47938,74854000,6409,4336.426587,198712000,3640,20796,3.99,100.0,564.530029
1967-09-21,22500,47938,74854000,6409,4336.426587,198712000,3640,20796,3.99,100.0,567.700012
1967-09-22,22500,47938,74854000,6409,4336.426587,198712000,3640,20796,3.99,100.0,569.400024
1967-09-23,22500,47938,74854000,6409,4336.426587,198712000,3640,20796,3.99,100.0,572.460022
1967-09-24,22500,47938,74854000,6409,4336.426587,198712000,3640,20796,3.99,100.0,572.460022
1967-09-25,22500,47938,74854000,6409,4336.426587,198712000,3640,20796,3.99,100.0,572.460022
1967-09-26,22500,47938,74854000,6409,4336.426587,198712000,3640,20796,3.99,100.0,567.390015
1967-09-27,22500,47938,74854000,6409,4336.426587,198712000,3640,20796,3.99,100.0,567.700012
1967-09-28,22500,47938,74854000,6409,4336.426587,198712000,3640,20796,3.99,100.0,568.02002
1967-09-29,22500,47938,74854000,6409,4336.426587,198712000,3640,20796,3.99,100.0,567.919983
1967-09-30,22500,47938,74854000,6409,4336.426587,198712000,3640,20796,3.99,100.0,565.799988
1967-10-01,22900,47938,75051000,6409,4336.426587,198712000,3640,20796,3.88,100.0,565.799988
1967-10-02,22900,47938,75051000,6409,4336.426587,198712000,3640,20796,3.88,100.0,565.799988
1967-10-03,22900,47938,75051000,6409,4336.426587,198712000,3640,20796,3.88,100.0,567.599976
1967-10-04,22900,47938,75051000,6409,4336.426587,198712000,3640,20796,3.88,100.0,566.859985
1967-10-05,22900,47938,75051000,6409,4336.426587,198712000,3640,20796,3.88,100.0,568.22998
1967-10-06,22900,47938,75051000,6409,4336.426587,198712000,3640,20796,3.88,100.0,571.51001
1967-10-07,22900,47938,75051000,6409,4336.426587,198712000,3640,20796,3.88,100.0,572.669983
1967-10-08,22900,47938,75051000,6409,4336.426587,198712000,3640,20796,3.88,100.0,572.669983
1967-10-09,22900,47938,75051000,6409,4336.426587,198712000,3640,20796,3.88,100.0,572.669983
1967-10-10,22900,47938,75051000,6409,4336.426587,198712000,3640,20796,3.88,100.0,568.659973
1967-10-11,22900,47938,75051000,6409,4336.426587,198712000,3640,20796,3.88,100.0,566.01001
